server,mp_learning_rate,mp_weight_decay,mp_drop_prob,mp_noise_prob,mp_train_batch_size,mp_test_batch_size,mp_test_masking_rate,mp_num_epochs,mp_optimizer,mp_activation,mp_hidden_layers,mp_aug_step,mp_aug_step_floor,mp_decoder_constraint,mp_normalize_data,mp_last_layer_activations,mp_prediction_floor,mp_loss_size_average,dp_test_split_rate,dp_pivot_indexes,_RMSE,_learn_time,1m
dai,0.01,0.001,0.1,0,1,8,0.9,4,sgd,lrelu,"[32, 256, 256]",0,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,0.3,"[1, 0]",1.089323243,297.7273147,
sheng,0.005,0,0,0,64,1,0.5,10,adam,selu,[128],1,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,0.1,"[0, 1]",1.089389581,113.6907504,
sheng,0.005,0,0,0,64,1,0.5,10,adam,selu,[128],1,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,0.1,"[0, 1]",1.089389581,113.6907504,
sheng,0.005,0,0,0,64,1,0.6,10,adam,selu,[128],1,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,0.3,"[0, 1]",1.090249669,120.6048219,
sheng,0.005,0,0,0,64,1,0.6,10,adam,selu,[128],1,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,0.3,"[0, 1]",1.090249669,120.6048219,
dai,0.005,0,0.5,0,64,1,0.5,10,adam,selu,[128],1,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,0.3,"[0, 1]",1.090344255,7.433112383,
sheng,0.005,0,0,0,64,6,0.5,10,adam,selu,[128],1,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,0.3,"[0, 1]",1.090384155,116.1185215,
sheng,0.005,0,0,0,64,6,0.5,10,adam,selu,[128],1,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,0.3,"[0, 1]",1.090384155,116.1185215,
sheng,0.005,0,0,0,64,1,0.5,10,adam,selu,[128],1,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,0.3,"[0, 1]",1.09045035,113.9376338,
sheng,0.005,0,0,0,64,1,0.5,10,adam,selu,[128],1,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,0.3,"[0, 1]",1.09045035,113.9376338,
dai,0.005,0.1,0.4,0.8,512,4,0.2,4,sgd,relu,256,2,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,0.4,"[1, 0]",1.091035169,17.57698011,
dai,0.005,0,0,0,64,3,0.5,10,adam,selu,[128],1,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,0.3,"[0, 1]",1.091041015,6.485614061,
sheng,0.005,0,0,0,64,2,0.5,10,adam,selu,[128],1,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,0.3,"[0, 1]",1.091413135,116.3830874,
sheng,0.005,0,0,0,64,2,0.5,10,adam,selu,[128],1,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,0.3,"[0, 1]",1.091413135,116.3830874,
dai,0.0001,0.1,0.1,0.7,1,7,0.3,8,adam,relu6,"[16, 32, 32, 32, 128]",1,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,0.3,"[1, 0]",1.091933418,1365.557646,
dai,0.001,0.01,0.4,0.7,8,2,0.4,2,adam,sigmoid,"[4, 256]",0,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,0.4,"[0, 1]",1.091937014,3.327313662,
dai,0.005,0,0,0,64,1,0.5,2,adam,selu,[128],1,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,0.3,"[0, 1]",1.092288248,1.524873495,
dai,0.005,0,0,0,64,1,0.5,10,adam,selu,[128],0,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,0.3,"[0, 1]",1.093233675,6.229307652,
sheng,0.005,0,0,0,64,1,0.5,10,adam,selu,[128],1,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,0.3,"[0, 1]",1.093321234,115.5596509,
sheng,0.005,0,0,0,64,1,0.5,10,adam,selu,[128],1,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,0.3,"[0, 1]",1.093321234,115.5596509,
dai,0.005,0,0,0,64,1,0.5,10,adam,selu,[128],1,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,0.4,"[0, 1]",1.094173246,7.466988325,
dai,0.005,0,0,0,64,1,0.5,10,adam,selu,[128],1,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,0.3,"[0, 1]",1.094254634,7.634576797,
dai,0.005,0,0,0,128,1,0.5,10,adam,selu,[128],1,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,0.3,"[0, 1]",1.094376723,5.426482439,
dai,0.005,0,0,0,64,1,0.5,10,adam,selu,[128],1,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,0.3,"[0, 1]",1.094476089,7.274539709,
dai,0.001,0.005,0,0.1,4,1,0.6,2,sgd,sigmoid,"[4096, 128, 32, 16]",0,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,0.1,"[0, 1]",1.09449998,21.38077378,
dai,0.005,0,0,0,64,2,0.5,10,adam,selu,[128],1,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,0.3,"[0, 1]",1.094594152,7.412170649,
dai,0.001,0,0.6,0.8,2,3,0.1,2,adam,tanh,"[256, 128]",0,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,0.4,"[1, 0]",1.095398532,104.3089647,
dai,0.005,0,0,0,64,1,0.5,10,adam,selu,[128],1,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,0.3,"[0, 1]",1.096551399,6.635249376,
dai,0.005,0,0.5,0,64,1,0.5,10,adam,selu,[128],1,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,0.3,"[0, 1]",1.096764825,7.769215584,
dai,0.005,0,0,0,64,1,0.5,10,adam,selu,[128],1,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,0.3,"[0, 1]",1.096895418,7.312437534,
sheng,0.005,0,0,0,64,1,0.5,2,adam,selu,[128],1,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,0.3,"[0, 1]",1.097906188,22.53772688,
sheng,0.005,0,0,0,64,1,0.5,2,adam,selu,[128],1,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,0.3,"[0, 1]",1.097906188,22.53772688,
dai,0.005,0,0,0,64,1,0.7,10,adam,selu,[128],1,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,0.3,"[0, 1]",1.098162408,7.588655233,
sheng,0.005,0.0001,0,0,64,1,0.5,10,adam,selu,[128],1,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,0.3,"[0, 1]",1.098497253,128.7295411,
sheng,0.005,0.0001,0,0,64,1,0.5,10,adam,selu,[128],1,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,0.3,"[0, 1]",1.098497253,128.7295411,
dai,0.005,0,0,0,64,1,0.5,8,adam,selu,[128],1,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,0.3,"[0, 1]",1.09915968,6.048808575,
sheng,0.005,0,0,0,64,8,0.5,10,adam,selu,[128],1,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,0.3,"[0, 1]",1.099673825,121.8615186,
sheng,0.005,0,0,0,64,8,0.5,10,adam,selu,[128],1,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,0.3,"[0, 1]",1.099673825,121.8615186,
sheng,0.005,0,0,0.2,64,1,0.5,10,adam,selu,[128],1,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,0.3,"[0, 1]",1.099868645,163.7837634,
sheng,0.005,0,0,0.2,64,1,0.5,10,adam,selu,[128],1,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,0.3,"[0, 1]",1.099868645,163.7837634,
sheng,0.005,0,0,0,64,7,0.5,10,adam,selu,[128],1,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,0.3,"[0, 1]",1.100259151,121.7835619,
sheng,0.005,0,0,0,64,7,0.5,10,adam,selu,[128],1,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,0.3,"[0, 1]",1.100259151,121.7835619,
dai,0.005,0,0,0,64,1,0.5,10,adam,selu,[128],1,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,0.3,"[0, 1]",1.100507057,7.432118893,
dai,0.005,0,0,0,64,1,0.5,10,adam,selu,[128],1,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,0.4,"[0, 1]",1.100570403,7.715360641,
sheng,0.005,0,0,0,64,1,0.2,10,adam,selu,[128],1,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,0.3,"[0, 1]",1.101441617,120.5820866,
sheng,0.005,0,0,0,64,1,0.2,10,adam,selu,[128],1,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,0.3,"[0, 1]",1.101441617,120.5820866,
dai,0.005,0,0,0,64,6,0.5,10,adam,selu,[128],1,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,0.3,"[0, 1]",1.10152459,6.74591732,
dai,0.005,0,0,0,64,1,0.9,10,adam,selu,[128],1,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,0.3,"[0, 1]",1.101832096,7.459044933,
dai,0.005,0,0,0,64,1,0.5,10,adam,selu,[128],1,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,0.3,"[0, 1]",1.102265004,6.428777218,
dai,0.005,0,0,0,64,9,0.5,10,adam,selu,[128],1,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,0.3,"[0, 1]",1.102586051,6.540465117,
dai,0.005,0,0,0,64,1,0.5,10,adam,selu,[128],1,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,0.3,"[1, 0]",1.103081718,6.429774523,
dai,0.005,0,0,0,64,6,0.5,10,adam,selu,[128],1,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,0.3,"[0, 1]",1.103123241,7.468983412,
sheng,0.005,0,0,0,64,3,0.5,10,adam,selu,[128],1,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,0.3,"[0, 1]",1.103218031,118.9418621,
sheng,0.005,0,0,0,64,3,0.5,10,adam,selu,[128],1,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,0.3,"[0, 1]",1.103218031,118.9418621,
dai,0.005,0,0,0,64,1,0.5,10,adam,selu,[128],1,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,0.3,"[0, 1]",1.103600372,7.484954596,
dai,0.005,0,0,0,64,1,0.1,10,adam,selu,[128],1,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,0.3,"[0, 1]",1.103976305,7.333345652,
dai,0.005,0,0,0,64,1,0.5,10,adam,selu,[128],0,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,0.3,"[0, 1]",1.104048755,7.125936508,
dai,0.005,0,0,0,64,1,0.5,10,adam,selu,[32],1,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,0.3,"[0, 1]",1.104385547,6.845687151,
sheng,0.005,0,0,0.5,64,1,0.5,10,adam,selu,[128],1,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,0.3,"[0, 1]",1.104556216,156.1970067,
sheng,0.005,0,0,0.5,64,1,0.5,10,adam,selu,[128],1,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,0.3,"[0, 1]",1.104556216,156.1970067,
sheng,0.005,0,0.1,0,64,1,0.5,10,adam,selu,[128],1,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,0.3,"[0, 1]",1.104594108,129.0828319,
sheng,0.005,0,0.1,0,64,1,0.5,10,adam,selu,[128],1,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,0.3,"[0, 1]",1.104594108,129.0828319,
dai,0.005,0,0,0.7,64,1,0.5,10,adam,selu,[128],1,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,0.3,"[0, 1]",1.104791042,7.547807932,
dai,0.005,0,0,0,64,5,0.5,10,adam,selu,[128],1,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,0.3,"[0, 1]",1.106364396,7.391184568,
sheng,0.005,0,0,0,64,1,0.5,10,adam,selu,[128],1,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,0.3,"[1, 0]",1.107630883,126.7960014,
sheng,0.005,0,0,0,64,1,0.5,10,adam,selu,[128],1,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,0.3,"[1, 0]",1.107630883,126.7960014,
dai,0.005,0,0,0.5,64,1,0.5,10,adam,selu,[128],1,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,0.3,"[0, 1]",1.107738527,7.584674835,
sheng,0.005,0,0,0,64,1,0.5,10,adam,selu,[128],1,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,0.3,"[0, 1]",1.107786554,125.6129267,
sheng,0.005,0,0,0,64,1,0.5,10,adam,selu,[128],1,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,0.3,"[0, 1]",1.107786554,125.6129267,
dai,0.005,0,0,0,64,10,0.5,10,adam,selu,[128],1,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,0.3,"[0, 1]",1.108063592,7.454035997,
dai,0.005,0,0,0.3,64,1,0.5,10,adam,selu,[128],1,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,0.3,"[0, 1]",1.10813503,6.769853592,
dai,0.005,0,0,0.2,64,1,0.5,10,adam,selu,[128],1,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,0.3,"[0, 1]",1.108164845,6.793825865,
dai,0.005,0,0,0,64,1,0.5,10,adam,selu,[128],1,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,0.3,"[0, 1]",1.109937136,7.312398911,
dai,0.005,0,0,0,64,1,0.5,10,adam,selu,[128],1,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,0.3,"[0, 1]",1.110116298,7.390230179,
dai,0.005,0,0,0,64,1,0.5,10,adam,selu,[128],1,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,0.3,"[0, 1]",1.110166761,8.270874023,
dai,0.005,0,0,0,64,10,0.5,10,adam,selu,[128],1,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,0.3,"[0, 1]",1.11032576,6.435782909,
sheng,0.005,0,0,0,64,10,0.5,10,adam,selu,[128],1,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,0.3,"[0, 1]",1.110609634,123.6313038,
sheng,0.005,0,0,0,64,10,0.5,10,adam,selu,[128],1,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,0.3,"[0, 1]",1.110609634,123.6313038,
dai,0.005,0,0,0,64,1,0.5,10,adam,selu,[128],1,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,0.2,"[0, 1]",1.110783347,6.639237404,
sheng,0.005,0,0,0,64,1,0.5,10,adam,selu,[128],1,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,0.3,"[0, 1]",1.111048361,130.5429571,
sheng,0.005,0,0,0,64,1,0.5,10,adam,selu,[128],1,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,0.3,"[0, 1]",1.111048361,130.5429571,
dai,0.005,0,0,0,64,1,0.5,10,adam,selu,[128],1,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,0.3,"[0, 1]",1.111611276,7.494924307,
dai,0.005,0,0.3,0,64,1,0.5,10,adam,selu,[128],1,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,0.3,"[0, 1]",1.114902996,7.713329077,
sheng,0.005,0,0.5,0,64,1,0.5,10,adam,selu,[128],1,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,0.3,"[0, 1]",1.114953674,132.3914604,
sheng,0.005,0,0.5,0,64,1,0.5,10,adam,selu,[128],1,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,0.3,"[0, 1]",1.114953674,132.3914604,
dai,0.005,0,0,0,64,7,0.5,10,adam,selu,[128],1,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,0.3,"[0, 1]",1.116094144,7.433079243,
dai,0.005,0,0.2,0,64,1,0.5,10,adam,selu,[128],1,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,0.3,"[0, 1]",1.116332134,7.606611967,
dai,0.005,0,0,0,64,1,0.5,10,adam,selu,[128],1,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,0.3,"[0, 1]",1.116464751,7.658479929,
dai,0.005,0,0,0.6,64,1,0.5,10,adam,selu,[128],1,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,0.3,"[0, 1]",1.116945599,7.460042953,
sheng,0.005,0,0,0,64,1,0.5,10,adam,selu,[128],1,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,0.3,"[0, 1]",1.11841331,122.024193,
sheng,0.005,0,0,0,64,1,0.5,10,adam,selu,[128],1,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,0.3,"[0, 1]",1.11841331,122.024193,
sheng,0.005,0,0,0,64,1,0.5,3,adam,selu,[128],1,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,0.3,"[0, 1]",1.118561728,35.21885896,
sheng,0.005,0,0,0,64,1,0.5,3,adam,selu,[128],1,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,0.3,"[0, 1]",1.118561728,35.21885896,
sheng,0.005,0,0,0,64,1,0.5,10,adam,selu,[128],1,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,0.3,"[0, 1]",1.118966994,122.378212,
sheng,0.005,0,0,0,64,1,0.5,10,adam,selu,[128],1,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,0.3,"[0, 1]",1.118966994,122.378212,
dai,0.005,0,0,0,64,1,0.4,10,adam,selu,[128],1,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,0.3,"[0, 1]",1.11976071,7.374236345,
sheng,0.005,0,0,0,64,1,0.5,10,adam,selu,[128],0,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,0.3,"[0, 1]",1.120312941,63.69979143,
sheng,0.005,0,0,0,64,1,0.5,10,adam,selu,[128],0,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,0.3,"[0, 1]",1.120312941,63.69979143,
dai,0.01,0.001,0.4,0.8,32,7,0.9,1,adagrad,sigmoid,4,2,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,0.4,"[1, 0]",1.121672767,10.17073321,
dai,0.005,0,0,0,64,1,0.5,10,adam,selu,[128],1,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,0.3,"[0, 1]",1.122704084,6.653200865,
sheng,0.005,0,0,0,64,4,0.5,10,adam,selu,[128],1,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,0.3,"[0, 1]",1.122894992,114.8524833,
sheng,0.005,0,0,0,64,4,0.5,10,adam,selu,[128],1,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,0.3,"[0, 1]",1.122894992,114.8524833,
dai,0.005,0,0,0,64,1,0.5,10,adam,selu,[128],1,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,0.3,"[0, 1]",1.123007322,7.263543367,
sheng,0.005,0,0,0,64,1,0.5,10,adam,selu,64,1,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,0.3,"[0, 1]",1.123106505,118.3346641,
sheng,0.005,0,0,0,64,1,0.5,10,adam,selu,64,1,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,0.3,"[0, 1]",1.123106505,118.3346641,
dai,0.005,0,0,0,64,1,0.5,10,adam,selu,[64],1,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,0.3,"[0, 1]",1.124244323,7.166791439,
dai,0.005,0,0,0,64,9,0.5,10,adam,selu,[128],1,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,0.3,"[0, 1]",1.124490437,6.453734159,
dai,0.005,0,0.3,0,64,1,0.5,10,adam,selu,[128],1,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,0.3,"[0, 1]",1.124695114,7.449072123,
dai,0.005,0.0001,0,0,64,1,0.5,10,adam,selu,[128],1,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,0.3,"[0, 1]",1.126057235,6.571421862,
sheng,0.005,0,0.4,0,64,1,0.5,10,adam,selu,[128],1,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,0.3,"[0, 1]",1.126706145,140.8147707,
sheng,0.005,0,0.4,0,64,1,0.5,10,adam,selu,[128],1,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,0.3,"[0, 1]",1.126706145,140.8147707,
sheng,0.005,0,0,0,128,1,0.5,10,adam,selu,[128],1,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,0.3,"[0, 1]",1.127733224,72.1655705,
sheng,0.005,0,0,0,128,1,0.5,10,adam,selu,[128],1,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,0.3,"[0, 1]",1.127733224,72.1655705,
sheng,0.005,0,0,0,64,1,0.5,10,adam,selu,[128],1,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,0.3,"[0, 1]",1.129030974,126.7701695,
sheng,0.005,0,0,0,64,1,0.5,10,adam,selu,[128],1,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,0.3,"[0, 1]",1.129030974,126.7701695,
sheng,0.005,0,0,0,64,1,0.5,10,adam,selu,[128],1,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,0.3,"[0, 1]",1.130435936,115.4356432,
sheng,0.005,0,0,0,64,1,0.5,10,adam,selu,[128],1,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,0.3,"[0, 1]",1.130435936,115.4356432,
dai,0.005,0,0,0,64,1,0.5,10,adam,selu,[128],1,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,0.3,"[0, 1]",1.132033173,7.318386078,
dai,0.005,0,0,0,64,1,0.5,4,adam,selu,[128],1,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,0.3,"[0, 1]",1.132746575,3.011905909,
dai,0.001,0,0,0.6,256,10,0.8,1,adagrad,tanh,"[4096, 256, 256, 128]",3,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,0.2,"[1, 0]",1.133533665,14.99031997,
sheng,0.005,0,0.2,0,64,1,0.5,10,adam,selu,[128],1,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,0.3,"[0, 1]",1.133616818,129.8259599,
sheng,0.005,0,0.2,0,64,1,0.5,10,adam,selu,[128],1,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,0.3,"[0, 1]",1.133616818,129.8259599,
dai,0.005,0,0,0,64,1,0.5,8,adam,selu,[128],1,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,0.3,"[0, 1]",1.133729529,6.125578403,
dai,0.005,0,0.4,0,64,1,0.5,10,adam,selu,[128],1,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,0.3,"[0, 1]",1.135534629,7.501896143,
dai,0.005,0,0,0.1,64,1,0.5,10,adam,selu,[128],1,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,0.3,"[0, 1]",1.137029314,7.656524181,
dai,0.005,0,0,0,64,1,0.5,10,adam,selu,[128],1,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,0.3,"[0, 1]",1.13709603,7.626597166,
dai,0.005,0,0,0,64,1,0.5,10,adam,selu,[128],1,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,0.3,"[0, 1]",1.137403252,6.672161818,
dai,0.005,0,0,0,64,1,0.2,10,adam,selu,[128],1,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,0.3,"[0, 1]",1.138052922,6.733985901,
dai,0.005,0,0,0,64,1,0.4,10,adam,selu,[128],1,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,0.3,"[0, 1]",1.138967533,6.579399109,
dai,0.005,0,0,0,32,1,0.5,10,adam,selu,[128],1,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,0.3,"[0, 1]",1.139640853,9.493576527,
sheng,0.005,0,0,0,64,1,0.5,10,adam,selu,32,1,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,0.3,"[0, 1]",1.13988941,102.72771,
sheng,0.005,0,0,0,64,1,0.5,10,adam,selu,32,1,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,0.3,"[0, 1]",1.13988941,102.72771,
dai,0.001,0.01,0,0,4,4,0.3,8,sgd,sigmoid,"[2048, 16, 128, 32]",1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.1,"[1, 0]",1.140084895,1095.97727,
dai,0.005,0,0,0.3,1,2,0.5,4,sgd,selu,"[2, 512]",0,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,0.3,"[1, 0]",1.140278671,268.0853407,
sheng,0.005,0,0,0,64,1,0.5,10,adam,selu,[128],1,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,0.3,"[0, 1]",1.140534093,115.0323319,
sheng,0.005,0,0,0,64,1,0.5,10,adam,selu,[128],1,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,0.3,"[0, 1]",1.140534093,115.0323319,
dai,0.005,0,0,0,64,7,0.5,10,adam,selu,[128],1,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,0.3,"[0, 1]",1.141049064,7.323372126,
dai,0.005,0,0,0,64,4,0.5,10,adam,selu,[128],1,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,0.3,"[0, 1]",1.143156315,7.123916626,
dai,0.005,0,0.7,0,64,1,0.5,10,adam,selu,[128],1,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,0.3,"[0, 1]",1.143342135,6.69406724,
dai,0.005,0,0,0.5,64,1,0.5,10,adam,selu,[128],1,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,0.3,"[0, 1]",1.143771902,7.868926287,
dai,0.005,0,0.6,0,64,1,0.5,10,adam,selu,[128],1,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,0.3,"[0, 1]",1.146547473,7.448065042,
sheng,0.005,0,0.6,0,64,1,0.5,10,adam,selu,[128],1,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,0.3,"[0, 1]",1.147308617,141.2452936,
sheng,0.005,0,0.6,0,64,1,0.5,10,adam,selu,[128],1,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,0.3,"[0, 1]",1.147308617,141.2452936,
dai,0.005,0,0,0,64,1,0.5,10,adam,selu,[128],1,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,0.3,"[0, 1]",1.148365144,7.686394691,
sheng,0.005,0,0,0,64,1,0.8,10,adam,selu,[128],1,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,0.3,"[0, 1]",1.148603429,115.1078105,
sheng,0.005,0,0,0,64,1,0.8,10,adam,selu,[128],1,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,0.3,"[0, 1]",1.148603429,115.1078105,
dai,0.001,0.005,0.2,0.6,512,5,0.1,4,adam,sigmoid,"[64, 2048, 1024, 512]",2,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,0.4,"[1, 0]",1.149456441,26.3036356,
dai,0.005,0,0,0,64,1,0.5,10,adam,selu,[128],1,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,0.3,"[0, 1]",1.149596969,7.122945547,
dai,0.005,0,0,0,64,1,0.5,10,adam,selu,[128],1,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,0.1,"[0, 1]",1.149723768,7.558779955,
dai,0.005,0,0,0,64,1,0.5,10,adam,selu,[128],1,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,0.3,"[0, 1]",1.150389939,7.285473824,
sheng,0.005,0,0,0,64,1,0.3,10,adam,selu,[128],1,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,0.3,"[0, 1]",1.152526441,117.1313407,
